      1  
      
1 |
      1 1995
      1 58 Plymouth Fury
      1 60
      3 Herve Villechaize
      3 Hilton Edwards
      3 Hoagy Carmichael
      3 Hobart Bosworth
      3 Holly Woodlawn
      3 Horst Buchholz
      3 Howard Freeman
      3 Howard MarionCrwaford
      3 Howard Morris
      3 Hoyt Axton
      3 Hugh Beaumont
      3 Hugh Laurie
      3 Hugh OConnor
      3 Hugo Stiglitz
      3 Hywel Bennett
      3 Ian Carmichael
      3 Ian Hart
      3 Ian Ogilvy
      3 Ian Richardson
      3 Ian Wolfe
      3 Ilan MitchellSmith
      3 Inez Courtney
      3 Inger Stevens
      3 Irene Ryan
      3 Irving Bacon
      3 Isabella Rossellini
      3 Ivan Dixon
      3 Jack Albertson
      3 Jack Kehoe
      3 Jack MacGowran
      3 Jack Nance
      3 Jack Riley
      3 James Arness
      3 James Barton
      3 James Bell
      3 James Belushi
      3 James Congdon
      3 James Dean
      3 James Dunn
      3 James LeGros
      3 James Mitchell
      3 James Naughton
      3 James Olson
      3 James Whitmore~jr.
      3 Jane Asher
      3 Jane Baxter
      3 Jane Novak
      3 Janet Beecher
      3 Janet Blair
      3 Janice Rule
      3 Janine Turner
      3 Jason Bernard
      3 Jason James Richter
      3 Jay Novello
      3 Jay Silverheels
      3 J.Barney Sherry
      3 Jean Cadell
      3 JeanHugues Anglade
      3 JeanLuc Bideau
      3 Jean-Pierre Cassel
      3 Jeff Morrow
      3 Jeff Richards
      3 Jeff York
      3 Jena Malone
      3 Jennifer Aniston
      3 Jennifer Salt
      3 Jennifer Warren
      3 Jenny Wright
      3 Jeremy Brett
      3 Jeremy Davies
      3 Jeremy Davis
      3 Jeremy Piven
      3 Jerry Stiller
      3 Jerzy Radziwilowicz
      3 Jessie Roy Landis
      3 J.Farrell MacDonald
      3 Jill StJohn
      3 Jim Brown
      3 Jim Carter
      3 Jimmy Smits
      3 Joanna Barnes
      3 Joanna Cassidy
      3 Joanna Moore
      3 Joanne Dru
      3 Joanne Whalley
      3 Joanne WhalleyKilmer
      3 Joaquin Phoenix
      3 Joby Baker
      3 Jock Mahoney
      3 Joe Besser
      3 Joe deSantis
      3 Joe Grifasi
      3 Joe Pantolino
      3 Joe Santos
      3 Joey Heatherton
      3 John Ashton
      3 John Banner
      3 John Clements
      3 John Considine
      3 John Derek
      3 John Ericson
      3 John Getz
      3 John Hannah
      3 John Hargreaves
      3 John Kennedy
      3 John Kerr
      3 John Laroquette
      3 John Leguizamo
      3 John Lund
      3 John McEnery
      3 John Meillon
      3 John Mitchum
      3 John Pankow
      3 John P. Ryan
      3 John RhysDavies
      3 John Shea
      3 John Spencer
      3 John Stuart
      3 John Turtorro
      3 John Warburton
      3 John Wengraf
      3 Joie Lee
      3 Joi Lansing
      3 Jonathan Haze
      3 Jon Cryer
      3 Jon Finch
      3 Josef Sommer
      3 Joseph Downing
      3 Josephine Hutchinson
      3 Joseph Sawyer
      3 Josette Day
      3 Joshua Miller
      3 Joy Behar
      3 Joyce Grenfell
      3 Joyce McKenzie
      3 Joyce Meadows
      3 Juanita Moore
      3 Jude Law
      3 Judy Canova
      3 Judy Geeson
      3 Jules Munshin
      3 Julia Foster
      3 Julian Glover
      3 Julia Ormond
      3 Julie Carmen
      3 Julie Haydon
      3 Julien Carette
      3 Juliette Greco
      3 Julie Walters
      3 June Clyde
      3 June Havoc
      3 Juzo Itami
      3 Kabir Bedi
      3 Kai Wiesinger
      3 Karen Dotrice
      3 Karen Verne
      3 Karina Lombard
      3 Karl Boehm
      3 Karl Dane
      3 Karl Michael Vogler
      3 Karuna Banerjee
      3 Kate Beckinsale
      3 Kate Bruce
      3 Kate Jackson
      3 Katherine Alexander
      3 Katherine deMille
      3 Katherine Helmond
      3 Katherine Kath
      3 Kathleen Harrison
      3 Kathleen Howard
      3 Kathleen Lockhart
      3 Kathleen McGuire
      3 Kathleen Ryan
      3 Kathy Najimy
      3 Kay Kendall
      3 Kay Nebel
      3 Keiko
      3 Keith Mitchell
      3 Kerwin Mathews
      3 Kevin Dillon
      3 Kevin Dunn
      3 Kevin Pollack
      3 Kim Stanley
      3 Kirsten Dunst
      3 Kitty Carlisle
      3 Kitty Winn
      3 Kiyoshi Atsumi
      3 Konstantin Shayne
      3 Kristy Swanson
      3 Kurt Kasznar
      3 Kurt Raab
      3 Kyo Machiko
      3 Kyra Sedgewick
      3 Lambert Wilson
      3 Lana Wood
      3 Lauren Tom
      3 Lee Richardson
      3 Lee Tracy
      3 Leigh Lawson
      3 Lena Stolze
      3 Lenore Aubert
      3 Leo Gordon
      3 Leonard Mudie
      3 Leonard Rossiter
      3 Leon Isaac Kennedy
      3 Leopold Kozlowski
      3 Lesley Ann Warren
      3 Liev Schreiber
      3 Lila Lee
      3 Lilia Skala
      3 Lillian HallDavis
      3 Linda Christian
      3 Linda Cristal
      3 Linda Fiorentino
      3 Linda Hayden
      3 Linda Manz
      3 Linden Travers
      3 Lionel Attwill
      3 Lionel Royce
      3 Lisa Eichhorn
      3 Lisa Harrow
      3 Lisa Kudrow
      3 Lisa Lu
      3 Liz Fraser
      3 Lois Nettleton
      3 Lola Allbright
      3 Lori Petty
      3 Lorraine Gary
      3 Lothaire Bluteau
      3 Louise Carter
      3 Louise Closser Hale
      3 Louise Platt
      3 Louis Gossett~jr.
      3 Louis Jordan
      3 Louis Prima
      3 Louis Wolheim
      3 Lucille Bremer
      3 Lucille Watson
      3 Luke Edwards
      3 Lurene Tuttle
      3 Lyle Bettger
      3 Lynda Day George
      3 Lynne Frederick
      3 Lynn Whitfield
      3 MacDonald Carey
      3 Machiko Kyo
      3 Mack Swain
      3 Madge Kennedy
      3 Maggie Cheung
      3 Malcolm Keen
      3 Marcel Herrand
      3 Marcel Marceau
      3 Marcia Mae Jones
      3 Marc McDermott
      3 Marc Singer
      3 Mare Winningham
      3 Margaret Avery
      3 Margaret Colin
      3 Margarethe Kupfer
      3 Margaretta Scott
      3 Margaux Hemingway
      3 Marguerite Clark
      3 Maria Conchita Alonso
      3 Maria Michi
      3 Marianne Sagebrecht
      3 Maria OBrien
      3 Maria Schneider
      3 Mari Blanchard
      3 Marisa Berenson
      3 Marjorie Daw
      3 Marjorie Weaver
      3 Mark Burns
      3 Mark Patton
      3 Mark Stevens
      3 Martin Benson
      3 Martine Beswick
      3 Martin Kove
      3 Martin Miller
      3 Marvin Miller
      3 Mary Anderson
      3 Mary Eaton
      3 Mary Forbes
      3 MaryLouise Parker
      3 Mary Martin
      3 Mary Treen
      3 Massimo Serrato
      3 Matt Clark
      3 Matthew Barney
      3 Matt McCoy
      3 Maude Eburne
      3 Maurice Costello
      3 Maurizio Nichetti
      3 Maury Chaykin
      3 Max Baer
      3 May McAvoy
      3 Mayo Methot
      3 Meg Gehrts
      3 Melissa Gilbert
      3 Michael Beach
      3 Michael Beck
      3 Michael Brandon
      3 Michael Constantine
      3 Michael Craig
      3 Michael Gwynn
      3 Michael Jayston
      3 Michael Kidd
      3 Michael Ontkean
      3 Michael OShea
      3 Michael Pare
      3 Michael Tucker
      3 Michael Warren
      3 Michel Blanc
      3 Michele Lee
      3 Micheline Presle
      3 Mickey Hargitay
      3 Mick Jagger
      3 Mike Henry
      3 Mike Myers
      3 Mike Ragan
      3 Minor Watson
      3 Moira Shearer
      3 Monte Markham
      3 Morey Amsterdam
      3 Morgan Conway
      3 Morgan Fairchild
      3 Murray Kinnell
      3 Murvyn Vye
      3 Nancy Coleman
      3 Nancy Guild
      3 Nancy Kovack
      3 Nancy Marchand
      3 Nanette Newman
      3 Nastassja Kinski
      3 Natascha McElhone
      3 Nat King Cole
      3 Nia Long
      3 Nick Adams
      3 Nicole Berger
      3 Nikolai Cheraskov
      3 Nita Naldi
      3 Noah Taylor
      3 Noel Neill
      3 Nora Dunn
      3 Nora Swinburne
      3 Nova Pilbeam
      3 O.E. Hasse
      3 Olga Baclanova
      3 Olga SanJuan
      3 Olin Howland
      3 Osa Massen
      3 Osgood Perkins
      3 Otto Preminger
      3 Otto Sander
      3 Pablo Ferrez
      3 Paolo Bonacelli
      3 Pat Boone
      3 Pat McCormick
      3 Patricia Barry
      3 Patricia Wettig
      3 Patrick Wayne
      3 Patty Duke Astin
      3 Paul Burke
      3 Paul Ford
      3 Paul Frankeur
      3 Paul Gleason
      3 Paul Graetz
      3 Pauline Moore
      3 Paul LeMat
      3 Paul Porcasi
      3 Paul Rudd
      3 Paul Simon
      3 Paul Wegener
      3 Pearl Bailey
      3 Pedro deCordoba
      3 Peggy Moran
      3 Percy Helton
      3 Percy Herbert
      3 Peter Brown
      3 Peter Capaldi
      3 Peter Firth
      3 Peter Horton
      3 Peter MacNicol
      3 Peter Masterson
      3 Peter Mayhew
      3 Peter Strauss
      3 Phil Brown
      3 Phil Collins
      3 Phil Daniels
      3 Philip Ahn
      3 Philip Coolidge
      3 Phyllis Brooks
      3 Phyllis Diller
      3 Phyllis Haver
      3 Phyllis Povah
      3 Pier Angeli
      3 Pierre Batcheff
      3 Pierre Brasseur
      3 Pierre Richard
      3 Polly Walker
      3 P.Renoir
      3 Priscilla Pointer
      3 Prunella Scales
      3 Queen Latifah
      3 Rachel Ticotin
      3 Rafaela Ottiano
      3 Rainbeaux Smith
      3 Rainer Fassbinder
      3 Ralph Brown
      3 Ralph Byrd
      3 Ralph Ince
      3 Ralph Maccio
      3 Ralph Michael
      3 Ramon Bieri
      3 Ramon Novarro
      3 Randy Stuart
      3 Ray Danton
      3 Raymond Bussieres
      3 Raymond Pellegrin
      3 Raymond StJacques
      3 Reb Brown
      3 Regina Carrol
      3 Renato Salvatori
      3 Renee Taylor
      3 Reta Shaw
      3 Richard B. Shull
      3 Richard Castellano
      3 Richard Cromwell
      3 Richard Deacon
      3 Richard Dreyfus
      3 Richard Kiel
      3 Richard Libertini
      3 Richard Lupino
      3 Ricky Schroder
      3 Rita Wilson
      3 Robert Davi
      3 Robert DeNiro
      3 Robert Downey~jr
      3 Robert Elliott
      3 Robert Ginty
      3 Robert Goulet
      3 Robert Guillaume
      3 Robert Lindsay
      3 Robert Paige
      3 Robert Pastorelli
      3 Robert Urich
      3 Rod Cameron
      3 Rodney Dangerfield
      3 Roger C. Carmel
      3 Roger E. Mosley
      3 Roland Toutain
      3 Romane Bohringer
      3 Ronald Howard
      3 Ron ONeal
      3 Ron Rifkin
      3 Rosalie Crutchley
      3 Rosalind Ivan
      3 Rose Hobart
      3 Rosemary Clooney
      3 Rosemary Harris
      3 Ross Alexander
      3 Rowan Atkinson
      3 Roy dArcy
      3 Russell Crowe
      3 Russell Hicks
      3 Rusty Lane
      3 Ruta Lee
      3 Sally Forrest
      3 Sam Bottoms
      3 Sam Sheppard
      3 Samuel Hinds
      3 Sandra Milo
      3 Sandy Baron
      3 Sarah Marshall
      3 Sarah Polley
      3 Sarita Choudhury
      3 Scott Baio
      3 Scott Colomby
      3 Scott Valentine
      3 Scotty Beckett
      3 Sharon Farrell
      3 Shepperd Strudwick
      3 Sheryl Lee Ralph
      3 Shirley Anne Field
      3 Shirley Ann Field
      3 Shirley Ross
      3 Sian Phillips
      3 Sid James
      3 Simone Renant
      3 Sonny Bono
      3 Sonny Tufts
      3 Soumitra Chatterjee
      3 Spencer tracy
      3 Spike Jones
      3 Spike Milligan
      3 Stefanie Powers
      3 Stellan Skarsgard
      3 Stephen Collins
      3 Stephen Fry
      3 Stepin Fetchit
      3 Steven Guttenberg
      3 Stuart Erwin
      3 Stuart Margolin
      3 Sudie Bond
      3 Sue Lyon
      3 Susan Anspach
      3 Susan Cabot
      3 Susan Kohner
      3 Susan Peters
      3 Suzy Parker
      3 Sydney Lassick
      3 Sydney Pollack
      3 Sylva Koscina
      3 Talisa Soto
      3 Tallulah Bankhead
      3 Tantoo Cardinal
      3 Tara Fitzgerald
      3 Tcheky Karyo
      3 T.C. Jones
      3 Terry Gilliam
      3 Terry Kiser
      3 Terry-Thomas
      3 Tetsu Komai
      3 Thandie Newton
      3 Thayer David
      3 The Beatles
      3 Theodor Loos
      3 Thomas Jackson
      3 Thurston Hall
      3 Tilda Swinton
      3 Tilly Losch
      3 Tim Burton
      3 Tim Considine
      3 Tim McCoy
      3 Tina Turner
      3 T:L'Amante del Vampiro
      3 Tom Baker
      3 Tom Bell
      3 Tom Bower
      3 Tom Brown
      3 Tom Murray
      3 Tommy Sands
      3 Tommy Steele
      3 Tom Tryon
      3 Tom Tyler
      3 Tom Wilkinson
      3 Tony Beckley
      3 Tony Britton
      3 Tony Franciosa
      3 Tony Shalhoub
      3 Tor Johnson
      3 Toto
      3 Tracey Ullman
      3 Trevor Bardette
      3 Trey Wilson
      3 Ty Hardin
      3 Tyler Brooke
      3 Tyne Daly
      3 Tyra Ferrell
      3 Veronica Quilligan
      3 Vicki Frederick
      3 Victor Jansen
      3 Victor Killian
      3 Victor Spinetti
      3 Vilma Banky
      3 Violet Farebrother
      3 Virginia McKenna
      3 Viviane Romance
      3 Wally Vernon
      3 Walter Long
      3 Walter Winchell
      3 Warner Anderson
      3 Warren Finnerty
      3 Warren Mitchell
      3 Wayne Morris
      3 Wes Studi
      3 Whitney Houston
      3 Willard Robertson
      3 William Dafoe
      3 William Eythe
      3 William Hudson
      3 William Katt
      3 William Petersen
      3 William Saddler
      3 William Sylvester
      3 William Tubbs
      3 Willis Bouchey
      3 Will Rogers
      3 Willy Fritsch
      3 Xavier Cugat
      3 Yvonne deBray
      3 Yvonne Furneaux
      3 Zakes Mokae
      4 Acquanetta
      4 Adele Jergens
      4 A.E. Matthews
      4 Alan Curtis
      4 Alan Marshall
      4 Alan Young
      4 Alberta Watson
      4 Alejandro Rey
      4 Alex Cord
      4 Alex Karras
      4 Alex Rocco
      4 Alfie Bass
      4 Alfred Drayton
      4 Alice Krige
      4 Ali MacGraw
      4 Alison Eastwood
      4 Allison Janney
      4 Amanda Donohue
      4 Andrea Ferreol
      4 Andrew Keir
      4 Annabella Sciorra
      4 Ann Doran
      4 Anne Gwynne
      4 Annie Potts
      4 Ann Magnuson
      4 AnnMargaret
      4 Ann Richards
      4 Anouk Aim\'ee
      4 Anthony Daniels
      4 Anthony Franciosa
      4 Anthony Newley
      4 Anthony Nicholls
      4 Arliss Howard
      4 Arnold Moss
      4 Arte Johnson
      4 Arthur Byron
      4 Arthur Hohl
      4 Arthur Lake
      4 Art Metrano
      4 Barbara Eden
      4 Barbara Hale
      4 Barbara Lawrence
      4 Barbara Luna
      4 Barbara McNair
      4 Barbara Rush
      4 Barbara Shelley
      4 Barry Foster
      4 Barry Jones
      4 Barry Morse
      4 Barry Primus
      4 Bartlett Robinson
      4 Barton McLane
      4 Bebe Neuwirth
      4 Belinda Bauer
      4 Ben Vereen
      4 Bernard Cribbins
      4 Bernard Hill
      4 Bernie Casey
      4 Bert Remsen
      4 Bess Armstrong
      4 Betsy Blair
      4 Betty Davis
      4 Betty Furness
      4 Betty Garrett
      4 Betty Hutton
      4 Beverly D'Angelo
      4 Bill Hunter
      4 Bill Irwin
      4 Bill Macy
      4 Bill Travers
      4 Billy Bob Thornton
      4 Blanche Frederici
      4 Bob Balaban
      4 Bobby Darin
      4 Bo Hopkins
      4 Bradley Whitford
      4 Brandon deWilde
      4 Brent Spiner
      4 Bronson Pinchot
      4 Bruce Davidson
      4 Bruce Davison
      4 Bruce McGill
      4 Bruno VeSota
      4 Burt Kwouk
      4 Carl Betz
      4 Carmen Maura
      4 Carol Lynley
      4 Carroll OConnor
      4 Casey Adams
      4 C.C.H. Pounder
      4 Cesare Danova
      4 Charles Carson
      4 Charles Cioffi
      4 Charles Denner
      4 Charles Dullin
      4 Charles Martin Smith
      4 Charles Starrett
      4 Charlie Korsmo
      4 Charlize Theron
      4 Charlotte Greenwood
      4 Chazz Palminteri
      4 Chloe Webb
      4 Chris Elliott
      4 Christian Marquand
      4 Christine Baranski
      4 Christopher George
      4 Cindy Williams
      4 Clarence Muse
      4 Claude Brasseur
      4 Clint Howard
      4 Colin Clive
      4 Constance Cummings
      4 Corey Allen
      4 Courtney Love
      4 Craig Stevens
      4 Cynthia Stevenson
      4 Dana Hill
      4 Dan Aykroyd
      4 Darryl Hickman
      4 Dave OBrien
      4 David Arkin
      4 David Bruce
      4 David Caruso
      4 David Duchovny
      4 David Kosoff
      4 David Morse
      4 David Nelson
      4 David Ogden Stiers
      4 David Prowse
      4 David Selby
      4 Deanna Durbin
      4 Denis Leary
      4 Dennis Haysbert
      4 Dennis King
      4 Dennis Miller
      4 Dennis OKeefe
      4 Dennis Patrick
      4 Denver Pyle
      4 Derrick deMarney
      4 Diahnne Abbott
      4 Diana Wynyard
      4 Diane Cilento
      4 Diane Venora
      4 Dick vanDyke
      4 Dick VanPatten
      4 Dinah Shore
      4 Dolly Parton
      4 Dolores Costello
      4 Donald Houston
      4 Donald Moffat
      4 Donald Wolfit
      4 Don Cheadle
      4 Doris Kenyon
      4 Dorothea Lord
      4 Dorothy Dandridge
      4 Dorothy Provine
      4 Douglas Kennedy
      4 Doug McClure
      4 Duke Ellington
      4 Duncan Lamont
      4 Eartha Kitt
      4 Edie Adams
      4 Edmon Ryan
      4 Edward Ellis
      4 Efrem Zimbalist~jr
      4 Eiji Okada
      4 El Brendel
      4 Elina Labourdette
      4 Eliot Makeham
      4 Elisabeth Bergner
      4 Elizabeth Allan
      4 Elizabeth Hartman
      4 Elizabeth Sellars
      4 Ellen DeGeneres
      4 Elliott Reid
      4 Elsa Martinelli
      4 Erik Rhodes
      4 Ernest Cossart
      4 Ernst Lubitsch
      4 Erskine Sanford
      4 Estelle Brody
      4 Estelle Winwood
      4 Esther Howard
      4 Eva Gabor
      4 Evelyn Brent
      4 Fabian
      4 Fairuza Balk
      4 Famke Janssen
      4 Fay Helm
      4 Fernand Ledoux
      4 Fiona Shaw
      4 Fisher Stevens
      4 F.Murray Abraham
      4 Folco Lulli
      4 Forrester Harvey
      4 Frances Langford
      4 Francis Lederer
      4 Francoise Rosay
      4 Frank Craven
      4 Frankie Darro
      4 Frank Jenks
      4 Frank Pettingell
      4 Frank Shannon
      4 Frank Vosper
      4 Fred McMurray
      4 Fred Thompson
      4 Fritz Leiber
      4 Garry Marsh
      4 Gary Lockwood
      4 Gaston Modot
      4 Geoffrey Keen
      4 George Bancroft
      4 George Curzon
      4 George Rose
      4 George Takei
      4 Gerald duMaurier
      4 Gertrude Astor
      4 Giancarlo Esposito
      4 Gilbert Emery
      4 Gilbert Gottfried
      4 Gilda Radner
      4 Ginny Simms
      4 Gino Cervi
      4 Glenn Anders
      4 Glenn Corbett
      4 Glenn Langan
      4 Gloria deHaven
      4 Gordon Jackson
      4 Gosta Eckman
      4 Gottfried John
      4 Grace Zabriskie
      4 Graham Moffatt
      4 Gregg Henry
      4 Guy Middleton
      4 Gwen Welles
      4 Hank Azaria
      4 Harris Yulin
      4 Harry Baer
      4 Harry Bellaver
      4 Harry Hamlin
      4 Harry Shannon
      4 Harry Tyler
      4 Heather Graham
      4 Helen Chandler
      4 Helen Mack
      4 Helen Morgan
      4 Helen Slater
      4 Helmut Dantine
      4 Henry Brandon
      4 Henry Gibson
      4 Hope Emerson
      4 Howard StJohn
      4 Hugh OBrian
      4 Hugh Williams
      4 Hugo Haas
      4 Ian Hendry
      4 Ian McShane
      4 Ice Cube
      4 Ida Moore
      4 Ilka Chase
      4 Ina Claire
      4 Ingrid Pitt
      4 Irene Cara
      4 Irene Hervey
      4 Irene Rich
      4 Iris Adrian
      4 Ivor Novello
      4 Jack Buchanan
      4 Jack Cassidy
      4 Jack Holt
      4 Jack Lambert
      4 Jack Norton
      4 James Burke
      4 James Cagney
      4 James Cromwell
      4 James Hampton
      4 James Hayter
      4 James Rebhorn
      4 James Remar
      4 James Russo
      4 James Villiers
      4 James Westerfield
      4 Jamie Farr
      4 Janeane Garofalo
      4 Jane Bryan
      4 Jane Powell
      4 Jane Randolph
      4 Jan-Michael Vincent
      4 Jarl Kulle
      4 Jarma Lewis
      4 Jason Miller
      4 Jason Patric
      4 Jayne Meadows
      4 J.Carroll Naish
      4 J.D. Cannon
      4 JeanLouis Trintigant
      4 JeanLouis Trintignant
      4 JeanPierre Aumont
      4 Jean Reno
      4 Jean Rochefort
      4 Jean Wallace
      4 Jean Yanne
      4 Jeffrey Jones
      4 Jennie Linden
      4 Jennifer Lopez
      4 Jeremy Spenser
      4 Jerry Paris
      4 Jill Bennett
      4 Jim Broadbent
      4 Jim Metzler
      4 Joan Caulfield
      4 Joan Lorring
      4 Joanna Lumley
      4 Joan Sims
      4 Jody McCrea
      4 Joe Dallesandro
      4 Joel Grey
      4 Joe Mantell
      4 Joe Pantoliano
      4 Joe Viterelli
      4 John Alexander
      4 John Amos
      4 John Anderson
      4 John C. McGinley
      4 John Colicos
      4 John C. Reilly
      4 John Dall
      4 John Dierkes
      4 John Fiedler
      4 John Fraser
      4 John Gregson
      4 John Hamilton
      4 John Lone
      4 John Longden
      4 John Richardson
      4 John Sutton
      4 Joseph Cawthorn
      4 Josh Mostel
      4 Joyce Compton
      4 Judith Evelyn
      4 Judy Holliday
      4 Julien Bertheau
      4 Julie Warner
      4 June Duprez
      4 Karin Booth
      4 Karin Dor
      4 Katherine Ross
      4 Kathleen Beller
      4 Kay Johnson
      4 Kay Lenz
      4 Kay Medford
      4 Keith David
      4 Ken Howard
      4 Kenneth Haigh
      4 Ken Ogata
      4 Kerry Fox
      4 Kevin Corcoran
      4 Kevin Tighe
      4 King Donovan
      4 Kinuyo Tanaka
      4 Kristy McNichol
      4 Krystyna Janda
      4 Kurt Kreuger
      4 Lance Fuller
      4 Lane Smith
      4 Larry
      4 Laura Hope Crews
      4 Laurence Oliver
      4 Lawrence Tierney
      4 Lee Phillips
      4 Lee Strasberg
      4 Leigh TaylorYoung
      4 Lelia Goldoni
      4 Leni Riefenstahl
      4 Leo Glenn
      4 Les Tremayne
      4 Lila Kedrova
      4 Lillian Roth
      4 Linda Purl
      4 Lisa Eilbacher
      4 Liv Tyler
      4 Liv Ullmann
      4 Lloyd Bochner
      4 Lois Smith
      4 Lois Wilson
      4 Lorne Greene
      4 Lou Diamond Phillips
      4 Lou Gossett
      4 Louise Allbritton
      4 Louise Brooks
      4 Louise Dresser
      4 Louise Fazenda
      4 Louis Jean Heydt
      4 Lowell Sherman
      4 Luana Anders
      4 Ludmilla Tcherina
      4 Ludwig Donath
      4 Luis Alberni
      4 Luise Rainer
      4 Lumsden Hare
      4 Lyda Borelli
      4 Lyle Lovett
      4 Macaulay Culkin
      4 Madhabi Mukherjee
      4 Mady Christians
      4 Magali Noel
      4 Mamie vanDoren
      4 Marceline Day
      4 Marcia Strassman
      4 Margot Grahame
      4 Maria Casares
      4 Mariana Hill
      4 Maria Schell
      4 Marie Ault
      4 Marie Dressler
      4 Marie Dubois
      4 Marion Davies
      4 Mario VanPeebles
      4 Marisa Tomei
      4 Marjorie Reynolds
      4 Mark Lester
      4 Mark Richman
      4 Martha Hyer
      4 Martin Lawrence
      4 Martin Mull
      4 Marty Feldman
      4 Mary Beth Hughes
      4 Mary Clare
      4 Mary Elizabeth Mastrantonio
      4 Mary Kay Place
      4 Mary Scott
      4 Massimo Girotti
      4 Matt Craven
      4 Matt Frewer
      4 Matthew Lillard
      4 Maud Adams
      4 Max Adrian
      4 Maxine Audley
      4 Megs Jenkins
      4 Mel Smith
      4 Mel Welles
      4 Michael Biehn
      4 Michael Callan
      4 Michael Dunn
      4 Michael Ironside
      4 Michael Jeter
      4 Michael Landon
      4 Michael Lonsdale
      4 Michael Madsen
      4 Michael McKean
      4 Michael Rappaport
      4 Michael Schoeffling
      4 Michael Wincott
      4 Michel Auclair
      4 Michel Bouquet
      4 Michelle Phillips
      4 Mike Kellin
      4 Mikhail Rasumny
      4 Milburn Stone
      4 Millard Mitchell
      4 Millie Perkins
      4 Mira Sorvino
      4 Miriam Margolyes
      4 Mitzi Green
      4 Moe
      4 Mona Freeman
      4 Mona Washbourne
      4 Moore Marriott
      4 Morgan Woodward
      4 Morris Ankrum
      4 Muhammed Ali
      4 Muriel Angelus
      4 Murray Matheson
      4 Nancy Gates
      4 Natalie Portman
      4 Nella Walker
      4 Niall MacGinnis
      4 Niall McGinnis
      4 Nichelle Nichols
      4 Nicholas Pryor
      4 Nicky Henson
      4 Nigel Hawthorne
      4 Nils Asther
      4 Nita Talbot
      4 no\_actor
      4 Norma Crane
      4 Norman Bird
      4 Norma Talmadge
      4 Oliver Tobias
      4 Onslow Stevens
      4 Owen Wilson
      4 Pamela Franklin
      4 Pamela Tiffin
      4 Pat Buttram
      4 Pat Hitchcock
      4 Patrice Wymore
      4 Patricia Breslin
      4 Patricia Medina
      4 Patricia Morrison
      4 Patrick Bergin
      4 Patrick Dempsey
      4 Patrick MacNee
      4 Patrick Malahide
      4 Patsy Kensit
      4 Paul Abbott
      4 Paula Raymond
      4 Paul Benedict
      4 Paul Guilfoyle
      4 Paul Hogan
      4 Paul Reiser
      4 Paul Reubens
      4 Paul Rogers
      4 Paul Williams
      4 Pedro Armendariz
      4 Peggy Lee
      4 Percy Marmont
      4 Peter Vaughn
      4 Petula Clark
      4 Phil Hartman
      4 Philip Abbott
      4 Pia Zadora
      4 Pina Menichelli
      4 Powers Boothe
      4 Priscilla Presley
      4 Rachel Kempson
      4 Rae Dawn Chong
      4 Reese Witherspoon
      4 Reinhold Schunzel
      4 Renee Zellweger
      4 Reni Santoni
      4 Richard Benedict
      4 Richard Bennett
      4 Richard Bohringer
      4 Richard Eyer
      4 Richard Hatch
      4 Richard Jenkins
      4 Richard Lane
      4 Richard Romanus
      4 Robert Bray
      4 Robert Carlyle
      4 Robert Downey~jr.
      4 Robert Hardy
      4 Robert Harron
      4 Robert Hutton
      4 Robert Joy
      4 Robert Morse
      4 Roberto Benigni
      4 Robert Sean Leonard
      4 Robertson Hare
      4 Robert Sterling
      4 Robert Strauss
      4 Roger Corman
      4 Roman Bohnen
      4 Romolo Valli
      4 Ronald Fraser
      4 Ronald Lacey
      4 Ronald Lewis
      4 Rondo Hatton
      4 Rosemary deCamp
      4 Rossana Podesta
      4 Roy Kinnear
      4 Ruby Keeler
      4 Rudolph KleinRogge
      4 Russell Hopton
      4 Ruth Chatterton
      4 Ruth Warrick
      4 Sally Ann Howes
      4 Sam Neil
      4 Sam Rockwell
      4 Sean Bean
      4 Season Hubley
      4 Sessue Hayakawa
      4 Seymour Cassel
      4 Seymour Hicks
      4 Shashi Kapoor
      4 Sheila Sim
      4 Shelley Long
      4 Sherilyn Fenn
      4 Sidney Fox
      4 Simon Oakland
      4 Snitz Edwards
      4 Sonia Braga
      4 Spalding Gray
      4 Spike Lee
      4 Stan Shaw
      4 Stefania Sandrelli
      4 Stephen Dorff
      4 Stephen Furst
      4 Stephen Macht
      4 Steve Allen
      4 Steve Dunne
      4 Steven Bauer
      4 Steven Keats
      4 Steve Railsback
      4 Steve Reeves
      4 Susan Blakely
      4 Susan Oliver
      4 Suzanne Somers
      4 Sybil Danning
      4 Sydney Greenstreet
      4 Sylvia Miles
      4 Taylor Holmes
      4 Ted Knight
      4 Teri Hatcher
      4 Teri Polo
      4 Terry Jones
      4 The Dead End Kids
      4 Theodore Newton
      4 Theresa Russell
      4 Thora Birch
      4 Tim Thomerson
      4 Tina Louise
      4 Tom Conti
      4 Tom Dugan
      4 Tom Powers
      4 Toni Collette
      4 Tony Bill
      4 Tony Musante
      4 Topol
      4 Torben Meyer
      4 Tracy Reed
      4 Tsutomu Yamazaki
      4 \Und
      4 Valentina Cortesa
      4 Valentine Dyall
      4 Valeria Golino
      4 Valerie Harper
      4 Vasek Simek
      4 Vera Zorina
      4 Veree Teasdale
      4 Verna Bloom
      4 Veronica Carlson
      4 Verree Teasdale
      4 Victoria Tennant
      4 Victor Moore
      4 Vince Barnett
      4 Vincent Schiavelli
      4 Vince Vaughn
